abuseCount,customerNickname,helpfulNo,helpfulYes,id,imagesCount,languageCode,postedDate,productId,profileInfo.ugcSummary.answerCount,profileInfo.ugcSummary.reviewCount,ratingValue,reviewText,reviewTitle,reviewed,score,languageCode,translation.reviewText,translation.reviewTitle
0,iHerb Customer,0,0,099ee00c-6302-4b1c-87b3-265d79efd35c,0,he-IL,2021-01-26T18:10:13.232Z,103839,0,80,50,מסיכה נוחה מאוד ,Excellent!,FALSE,1611684613,he-IL,A very comfortable mask,en-US
0,iHerb Customer,0,0,b5d77d51-3e7d-4881-b2da-6d56e7b8ba15,0,en-US,2021-01-20T22:36:25.395Z,103839,0,69,50,I like the color ,Excellent!,FALSE,1611182185,en-US,,
0,iHerb Customer,0,0,de96afd8-3660-4fe1-af07-772adebc320c,0,en-US,2021-02-04T10:45:24.518Z,101691,0,47,40,Good,Good,FALSE,1612435525,en-US,,
0,iHerb Customer,0,0,e7552ac2-c252-41a6-8b79-dabc00c348ef,0,en-US,2021-02-04T09:14:18.738Z,101691,0,3,50,"Soft, breathable and stylish!  I will be buying more of these soon!",Love them!,FALSE,1612430059,en-US,,
0,iHerb Customer,0,0,b24ccd86-5e90-487b-a147-9972cdbd9529,0,he-IL,2021-02-03T07:35:16.416Z,101691,0,57,50,"בד נעים ורך. נשטפות בקלות ומתייבשות מהר
מאוד ממליצה",מצוין!,FALSE,1612337716,he-IL,Pleasant and soft fabric. Washes easily and dries very quickly recommends,en-US
0,Mahaab,0,0,9a8ccd69-9ce4-48cd-ad2b-3c42aa2217fa,0,ar-SA,2021-02-02T23:34:11.526Z,101691,2,270,50,ممتازة ومريحة والوانها رائعة,ممتاز!,FALSE,1612308852,ar-SA,"Excellent, comfortable and great color",en-US
0,iHerb Customer,0,0,f198932d-e937-405e-8f8f-79d39004e845,0,en-US,2021-02-01T09:03:46.177Z,101691,0,4,40,These masks fit well and are very comfortable. There are many layers of fabric but they are still breathable. I wish they sold them separately or in a variety of solid colors.,Comfortable,FALSE,1612170226,en-US,,
0,iHerb Customer,0,0,04b1571e-2077-4a17-8385-de438b9e255f,0,en-US,2021-01-31T20:19:26.391Z,101691,0,119,30,my glasses fog up when I wear this mask,Ok,FALSE,1612124366,en-US,,
0,iHerb Customer,0,0,0071e143-50e4-430d-aebe-1a3de492645a,0,ja-JP,2021-01-31T05:35:34.778Z,101691,0,1,50,お手頃な価格ですが、生地や色合いがすごくよくて気に入ってます。,とても素晴らしい！,FALSE,1612071335,ja-JP,"It&#39;s reasonably priced, but I like the fabric and colors.",en-US
0,iHerb Customer,0,1,c0389561-0d5c-4988-b519-ed4f04bf45d6,0,ru-RU,2021-01-26T11:05:04.115Z,101691,0,23,50,"Повторная покупка, качеством довольна. Размене универсальный, для девушек подойдёт отлично. Принт не меняется после стирки. Немного села после стирки. Качество пошива - очень хорошее, материал - хлопок. ",Прекрасно!,FALSE,1612047904,ru-RU,"Repeated purchase, I am satisfied with the quality. The exchange is universal, perfect for girls. The print does not change after washing. Sat down a little after washing. The quality of the tailoring is very good, the material is cotton.",en-US
0,iHerb Customer,0,0,bc8a4485-8067-43ec-af4f-086e753cfb04,0,en-US,2021-01-30T17:42:04.641Z,101691,0,118,50,Nice on the skin ,Very comfortable,FALSE,1612028525,en-US,,
0,iHerb Customer,0,0,36afa866-93d3-4534-a66e-61355f949e7a,0,ru-RU,2021-01-27T04:25:50.01Z,101691,0,42,50,"пользуюсь масками каждый день, стираются очень хорошо, в них легко дышиться",Прекрасно!,FALSE,1611721550,ru-RU,"I use masks every day, they wash very well, they are easy to breathe",en-US
0,iHerb Customer,0,0,4510e691-b20d-4dd3-bff9-4e7b1a8ef132,0,he-IL,2021-01-26T17:54:15.669Z,101691,0,28,50,מהממות וגם מבד שניתן לנשום בתוכו הזמנתי מכמה צבעים וכולם נהדרות ,מצוין!,FALSE,1611683656,he-IL,Stunning and also a fabric that can be breathed in. I ordered from several colors and they are all great,en-US
0,iHerb Customer,0,0,1afc46a0-4651-416a-8b9b-66f5c51a37fe,0,he-IL,2021-01-26T07:56:02.708Z,101691,0,37,30,קצת אי אפשר לנשום איתן... בד לא נושם,אישור,FALSE,1611647763,he-IL,You can hardly breathe with them ... fabric does not breathe,en-US
0,iHerb Customer,0,0,7b50013e-dacb-46de-88de-131083caa7ef,0,en-US,2021-01-26T03:33:36.637Z,101691,11,58,20,"Not a fan. These look like cloth diapers, especially the pink and white splotched one looks a bit gory. But visuals  do not matter comparrd to effectiveness.  

I found the cotton to be so similar to the weave of a cloth diaper as well, a very loose weave so particles get through.  
I will not give these away because I don't want others to think they are safe. 
A bit scratchy as well.
I have worn these UNDER a medical mask when shopping indoors in ordwr to get a little more protection.  

I wish iHerb had some more reusable mask options.  
",Below average,FALSE,1611632017,en-US,,
0,iHerb Customer,0,0,414e8003-38ce-489d-855c-b3db077a219e,0,he-IL,2021-01-25T09:51:53.839Z,101691,0,16,50,"מסכות נוחות , יפות ויעילות🙏🏼",מצוין!,FALSE,1611568314,he-IL,"Comfortable, beautiful and effective masks🙏🏼",en-US
0,iHerb Customer,0,0,2bffc467-afd5-46f3-98b2-69f1276216d7,0,ja-JP,2021-01-25T01:04:31.394Z,101691,0,34,50,息もしやすく、コットンの肌触りもいいのでとても気に入っています。,とても素晴らしい！,FALSE,1611536671,ja-JP,I like it because it&#39;s easy to breathe and the cotton feels good.,en-US
0,iHerb Customer,0,0,836275c6-0921-4b61-8a07-15d3c8cbb004,0,ru-RU,2021-01-23T12:15:32.225Z,101691,0,146,50,"Отличный дизайн, хлопок, не душно при использовании",Для Разных Нарядов,FALSE,1611404132,ru-RU,"Great design, cotton, not stuffy when using",en-US
0,iHerb Customer,0,0,fa7c2637-4679-4dee-95f6-ed36ba1711da,0,en-US,2021-01-22T01:31:04.697Z,101691,0,36,50,"first I used disposable ones, but they made my face break out. then I found these masks and my skin can breath easily in them. and I myself can breath in them too.
easy to wash, I recommend.",Excellent!,FALSE,1611279065,en-US,,
0,iHerb Customer,0,0,446f26e3-291a-4d6c-b035-0bde21976fa5,0,ru-RU,2021-01-21T06:58:24.424Z,101691,2,81,50,"Прекрасные! Мягкие, удобные и красивые маски! ",Прекрасно!,FALSE,1611212304,ru-RU,"Wonderful! Soft, comfortable and beautiful masks!",en-US
0,iHerb Customer,0,0,321f593a-ccfc-4f60-ae90-142db79887a1,0,en-US,2021-01-21T05:24:02.502Z,101691,1,62,50,Nice soft fabric - also helpful for keeping warm in a cold winter. ,Excellent!,FALSE,1611206643,en-US,,
0,iHerb Customer,0,0,9b3cfb69-0e03-4a22-bbda-c1986dcac681,0,en-US,2021-01-21T02:21:53.51Z,101691,0,2,30,The one I received was poorly made. It had some loose strings. The material used is not very breathable in hot humid climate. Cute colours and patterns tho. I've not seen them anywhere else.,Usable but not great,FALSE,1611195714,en-US,,
0,iHerb Customer,0,0,05b18936-771b-4e47-8f54-d941551f0a25,0,ru-RU,2021-01-19T16:55:50.885Z,101691,0,109,50,"Удобные муслиновые маски, хорошо стираются, хорошо дышится.",Прекрасно!,FALSE,1611075351,ru-RU,"Comfortable muslin masks, wash well, breathe well.",en-US
0,iHerb Customer,0,0,b7690a84-ed4b-4bbf-bde8-1efc4fea3c31,0,ja-JP,2021-01-19T09:53:39.034Z,101691,0,108,30,シワになりやすいが、使いやすいです。,まあ良い,FALSE,1611050019,ja-JP,"It is easy to wrinkle, but it is easy to use.",en-US
0,iHerb Customer,0,0,7a961b6d-7bc4-4835-a70d-21953bc6b0ed,0,en-US,2021-01-19T06:00:12.156Z,101691,1,103,50,"Very cute. They are made of what reminds me of muslin swaddle blankets, but a bunch of layers of them. Moderately thick, breathable. Extremely stretchy ear loops. Unfortunately catches dog fur veryy easily so I can’t  really use them since I would be picking up my mask to constantly itch my face and try to pull those suckers out. But if you don’t have shedding pets I bet they’re great!",Excellent!,FALSE,1611036012,en-US,,
0,iHerb Customer,0,0,f17de6bb-378a-42a2-8d46-622449e98dd7,0,he-IL,2021-01-18T17:38:46.57Z,101691,0,26,50,מעולה ויפה,מצוין!,FALSE,1610991527,he-IL,Excellent and beautiful,en-US
0,iHerb Customer,0,0,1a3c85c6-c231-4c94-ba6a-67f84cb28a7d,0,he-IL,2021-01-18T16:02:04.122Z,101691,0,27,50,בד נעים כותנה! צבעים יפים,מצוין!,FALSE,1610985724,he-IL,Cozy cotton fabric! Beautiful colors,en-US
0,iHerb Customer,0,0,7724623b-6b62-4059-8bec-5db0c5d7ef4e,0,ja-JP,2021-01-18T01:49:19.511Z,101691,0,1,50,見た目も可愛く使い心地も良かったです。,とても素晴らしい！,FALSE,1610934560,ja-JP,It looked cute and was comfortable to use.,en-US
0,Michalgw,0,0,ad06be9d-f8f7-456c-b9b3-ce873667a06d,0,en-US,2021-01-17T18:48:03.835Z,101691,0,37,50,I use them on everyday basis. Just perfect. ,Excellent!,FALSE,1610909284,en-US,,
0,iHerb Customer,0,5,fed852c6-c700-4c7f-bc7f-d97fa98d8571,0,ru-RU,2020-12-20T16:56:56.259Z,101691,0,26,50,"мне понравились эти маски, толстые, где-то три слоя имеют, но дышится в них хорошо, больше подойдут для маленького лица, стирала их много раз и всё ок!",маски для лица,FALSE,1610427416,ru-RU,"I liked these masks, they are thick, they have about three layers, but they breathe well, they are more suitable for a small face, I washed them many times and everything is ok!",en-US
0,iHerb Customer,0,0,ca1c16c7-37da-4973-a61f-8a6517296ed1,0,en-US,2021-01-09T13:21:56.061Z,101691,0,154,50,Love it!! The only mask I can breathe with.,Excellent!,FALSE,1610198516,en-US,,
0,iHerb Customer,0,0,5580cc9f-b455-4f52-8bce-7559bb9786f3,1,ja-JP,2021-01-09T05:58:42.5Z,101691,0,44,30,"デザインが可愛かったので購入しました、
生地は薄いガーゼで洗うと縮みそうです。
内側にフィルターを付けて使おうと思います。",まあ良い,TRUE,1610171923,ja-JP,I bought it because the design was cute. The fabric seems to shrink when washed with thin gauze. I&#39;m going to use it with a filter inside.,en-US
0,iHerb Customer,0,1,fdf9f4e3-e616-416d-a6cf-07ff124224e3,1,en-US,2021-01-04T13:33:23.736Z,101691,0,4,50,Perfect!!!!!!!,Love it,TRUE,1610156004,en-US,,
0,iHerb Customer,0,0,07c20480-6bcb-46b3-93c0-a476bce1cc88,0,ru-RU,2021-01-05T17:42:26.64Z,101691,0,201,50,"Маски то что нужно, мягкие, приятные на ощупь, даже хочется носить всегда!!! Приятный дизайн, качественный хлопок, взяла повторно на подарок, все довольны покупкой!!! ",Класс ,FALSE,1609868547,ru-RU,"Masks are what you need, soft, pleasant to the touch, you even want to wear them always !!! Nice design, high-quality cotton, I took it again for a gift, everyone is happy with the purchase !!!",en-US
